x,y,T,c
0,6.134839092532121E-4,323.20556,0
0,3.2565146394465276E-4,323.20556,0
4.202176088173071E-4,5.082031752017232E-4,323.2044938528504,1.1024648448771934E-4
5.67469570203308E-4,8.366058051217804E-4,323.2040725103,1.0714635247658935E-4
0,0.0010831455550061953,323.20556,0
7.407287886420214E-4,0.0013772831278105755,323.204897359765,1.94704683941979E-5
0,0.0017830063987457942,323.20556,0
8.361810557414315E-4,0.002114753925052349,323.20540180260235,8.418365988915626E-6
0,0.002482867242485393,323.20556,0
9.128873332417832E-4,0.019146871321289817,323.20549780770057,1.9075262287595347E-6
0,0.02,323.20556,0
0,0.018700268197332615,323.20556,0
0.0013405797101449241,0.02,323.2055311609353,4.910801413292565E-7
9.099973177191768E-4,0.0032963554636827887,323.20516844454374,2.932333514814589E-5
0,0.003935112359917458,323.20556,0
0,0.016100804591997822,323.20556,0
0.0010789105606245155,0.0166426557070848,323.20549428185205,2.1935405902717196E-6
0,0.01740053639466522,323.20556,0
0.0011821944332671146,0.017998485902624636,323.205491661596,2.189777807269263E-6
0.002041662522796877,0.019035602506491844,323.2055060456077,1.3314940034830278E-6
0.0026811594202898483,0.019999999999999997,323.20551254493756,1.0245364489546512E-6
9.836242725292511E-4,0.004890129334005504,323.2053038862704,1.6521969866582475E-5
0,0.005556086367449821,323.20556,0
0.0010704673841359072,0.015400942511509313,323.20548203715543,2.9510150895172565E-6
0,0.014801072789330433,323.20556,0
0.003320218264248783,0.018950698001948405,323.2055094730076,1.3261486568170929E-6
0.00402173913043477,0.020000000000000004,323.2055182411847,8.970222024251859E-7
0.001031989023255077,0.0063444970282610464,323.20528089219596,1.7795491177908593E-5
0,0.007002681973326075,323.20556,0
0.0010562243935080765,0.007636142342656987,323.2052941148666,1.5520588769692028E-5
0,0.008302413775993469,323.20556,0
0.001065590363337702,0.008940159997813397,323.20538121228424,1.0399692701484353E-5
0,0.009602145578660862,323.20556,0
0.001068360362635833,0.010245007587486945,323.2053956582327,8.64209359504895E-6
0,0.010901877381328256,323.20556,0
0.001067981542475445,0.011546211492947803,323.20542460025666,6.669898882562486E-6
0,0.012201609183995644,323.20556,0
0.0010679530245009826,0.01284254572635024,323.2054499942089,5.127703185653206E-6
0,0.013501340986663038,323.20556,0
0.0010688369831744003,0.014134470990064027,323.2054660381486,4.018003515638204E-6
0.004669237891397438,0.018909801670282174,323.20551049467286,1.2904695684983452E-6
0.005362318840579697,0.02,323.2055362555714,5.716595959942104E-7
0.006019265231273336,0.018907102168103665,323.20550455710503,1.3212772396085126E-6
0.006702898550724621,0.02,323.2055254936433,8.17720011047156E-7
0.007366887335520479,0.01890987197734781,323.2054985016736,1.420035892800807E-6
0.008043478260869543,0.02,323.20547268425224,1.8408427219840141E-6
0.008710989731636337,0.018913549942187892,323.2054849819085,1.7035356706736511E-6
0.009384057971014468,0.02,323.20543786469767,2.5415012925302415E-6
0.01005181535216578,0.018914859586165626,323.2054619568963,2.1587849237456266E-6
0.010724637681159391,0.02,323.20546240345743,2.046847992681384E-6
0.011393057870408648,0.01891528999504043,323.2054566010852,2.256836492716796E-6
