% Model,MT COMSOL Model COMPLETED.mph
% Version,COMSOL 6.2.0.290
% Date,"Apr 8 2025, 15:07"
% Dimension,2
% Nodes,18337
% Expressions,2
% Description,"Temperature, Concentration"
% Length unit,m
% x,y,T (K),c (mol/m^3)
0.181928319721284,0.01815096611330461,323.20546614682,-5.378254237851354E-6
0.18289024912464966,0.020000000000000004,323.202306540937,1.0622042919349701E-4
0.1838097050215278,0.018183348553004845,323.20293676865646,5.747718503094361E-5
0.18474534227906825,0.02,323.20517598226786,3.337848922154422E-5
0.18563209144194875,0.01836740387337488,323.20107532784874,1.0903689865674161E-4
0.18660043543348692,0.02,323.2025223630519,4.5279088230507574E-5
0.18845552858790557,0.020000000000000004,323.19818751810715,1.3613682425315466E-4
0.18760840567128456,0.018307739359522276,323.2039485445644,3.125259231683871E-5
0.19031062174232416,0.02,323.20190579676444,7.005200002517065E-5
0.1894026815900458,0.018222132267094442,323.20136848609104,6.704487020069612E-5
0.1911984022483862,0.018336915991774023,323.1999215642407,9.345567374025206E-5
0.19216571489674283,0.02,323.20390587731686,1.2383718117452508E-5
0.19402080805116148,0.020000000000000004,323.20058782663,6.294687889372718E-5
0.193183780697673,0.01830764821471909,323.20359594672897,2.2705213602152903E-5
0.19587590120558013,0.02,323.20358286934794,1.2178350371269579E-5
0.19497305246152635,0.018171548916437335,323.20320117312053,2.044424446556674E-5
0.19674967831702178,0.018350117450340386,323.2015654051017,6.451333818905595E-5
0.1977309943599988,0.02,323.20468895330754,1.9353032508574038E-5
0.19958608751441745,0.019999999999999997,323.20380341891325,6.395360231591763E-5
0.1987187159382984,0.018310614871075086,323.2050605327374,3.4157380111196973E-6
0.201441180668836,0.020000000000000004,323.2051530800174,2.801377316355875E-5
0.2005304857013413,0.018179450084428783,323.20450161492016,2.624190470909706E-5
0.20329627382325474,0.02,323.2053328305087,-4.678447648243793E-6
0.20238340450057649,0.018362186231412746,323.2042723143081,3.2541324940974185E-5
0.2051513669776734,0.02,323.20358656693514,2.8171297174645313E-5
0.20437078222241037,0.018296651679532937,323.2050526164351,5.116356013296646E-6
0.20700646013209203,0.02,323.2040144889509,1.251664366299241E-5
0.2061125854423109,0.01816901027594417,323.2039959990059,1.2158946391570723E-5
0.20789259823063647,0.018334347152290157,323.20257258793305,4.968706900001163E-5
0.20886155328651068,0.02,323.20273498803937,3.862522463696317E-5
0.21071664644092927,0.019999999999999997,323.20020514321743,9.952656337096626E-5
0.20987587474713937,0.01830524670075597,323.20320584031015,3.252340809055654E-5
0.21257173959534797,0.02,323.20235768309146,6.97113173043333E-5
0.21166582913954882,0.01817293803915084,323.20274507961307,4.3685076053319586E-5
0.2134138388233187,0.01832785389524911,323.203228708699,3.2755892826595723E-5
0.21442683274976665,0.02,323.2063494593677,-2.2037300377378477E-5
0.21628192590418524,0.02,323.2076242500883,-6.66280712325713E-5
0.21540954162587592,0.018312659612332235,323.2044069530253,1.642803006234676E-5
0.21716580189921705,0.018170095208329493,323.20443019555114,4.516130237503236E-6
0.2181370190586039,0.02,323.2038040310916,1.8508402969159865E-5
0.21886973530779535,0.018299569578258578,323.2052854098603,-2.140717464908042E-5
0.2199921122130226,0.019999999999999997,323.1999395725083,1.047359467983036E-4
0.22080286662306242,0.0184725859278268,323.20309146517826,4.026597018859342E-5
0.2218472053674412,0.02,323.20376276062217,1.7430836673818075E-5
0.22273286147497393,0.01848702126630076,323.20063188525904,1.0832419231600103E-4
0.2237022985218598,0.02,323.20520433389885,1.2204330173835296E-5
0.2246125707136479,0.018462210922200423,323.2049129169117,2.540225962344551E-6
0.22555739167627845,0.020000000000000004,323.20188623786,1.0663214627851024E-4
0.22643904396256428,0.01829807914603,323.20441378550095,3.102754786026422E-5
0.22741248483069712,0.02,323.20363176363844,5.329529780785847E-5
0.2292675779851157,0.02,323.2057487375338,-2.6709016022543984E-5
0.22834899990161733,0.0183559457165694,323.20326608094393,4.802413877363524E-5
0.23112267113953439,0.02,323.20454670194783,-2.509895139506993E-5
0.23030765813108822,0.01829549039468504,323.20500692818536,-1.1438814195045924E-5
0.23297776429395312,0.020000000000000004,323.2044072968246,-2.300395116218529E-5
0.23208224443484562,0.018200289205762492,323.20555164576285,-2.6950350874869505E-5
0.23387010454806115,0.01832796020002302,323.2052993477409,-1.560848371378652E-5
0.23483285744837173,0.02,323.20561931017005,-3.3855870428273306E-6
0.23668795060279046,0.02,323.20624536942506,5.069053768784852E-6
0.2358600716622284,0.018305701866596337,323.20514229939585,-2.0001853940936684E-5
0.23854304375720903,0.020000000000000004,323.20496150696414,-1.0527158415950372E-5
0.23763100345749524,0.018211161871738508,323.20574251336615,-1.187568381858848E-5
0.24039813691162765,0.02,323.20496091145617,-2.1157982869782948E-5
0.23948618441870037,0.018355345754797452,323.2064033186426,-1.7338734861965E-5
0.24225323006604627,0.02,323.20646010014923,-3.700860062411362E-5
0.24136584591065124,0.018351698395633463,323.2048489125371,-2.175507493406818E-5
0.24314700573748851,0.01817130762626483,323.20460515260356,-4.822215727082724E-6
0.24410832322046488,0.019999999999999997,323.2042346747756,4.089721780720671E-6
0.24488348563204484,0.018290074387800965,323.20566724631186,-2.2174890536640163E-5
0.24596341637488356,0.02,323.202515381338,3.7742442945832023E-5
0.2468379704114379,0.018405346232649587,323.2034587768657,1.8135638533436546E-5
0.24781850952930212,0.02,323.20462142703013,4.981147717765673E-6
0.2487488020127503,0.018409978319686663,323.201720097605,4.8356695780177725E-5
0.24967360268372082,0.02,323.20294344832746,2.8794967033830283E-5
0.2515286958381396,0.019999999999999997,323.1991080715791,9.622098763528188E-5
0.25069263520469776,0.018322624430525625,323.2039946606223,1.2773050090494486E-5
0.25338378899255815,0.02,323.2023389484672,4.286081032100952E-5
0.2524704835284409,0.018214403139951072,323.2026650573542,3.0374792727809483E-5
0.25421105933201316,0.01832828098153754,323.2018748073635,4.578314481709807E-5
0.2552388821469768,0.02,323.2055608635565,-2.1358563488253424E-5
0.2570939753013955,0.019999999999999997,323.2057967346514,-3.3415946601432484E-5
0.25622346405872964,0.018318456440788618,323.2052935035104,-1.4550288820137788E-5
0.258949068455814,0.02,323.20612164787684,-3.1796010067338265E-5
0.25803326716768477,0.018219782520245167,323.20537782071204,-2.2593897166155307E-5
0.25986015539961244,0.01837129624288892,323.2047333661519,-1.16489033873519E-5
0.26080416161023257,0.020000000000000004,323.20410566140976,7.275283047418509E-6
0.26265925476465124,0.02,323.20268038155945,3.619149667770519E-5
0.2618058310097553,0.018273633717507325,323.20521175287746,-1.0477350476455562E-5
0.2635725492581756,0.018215718486582367,323.203834957568,1.0229941312743025E-5
0.26451434791906997,0.02,323.2041597361783,1.334940736767301E-5
0.2653333025014582,0.01833703167422867,323.203398588017,1.952624802643788E-5
0.2663694410734886,0.02,323.20444763055247,-2.396525968317727E-7
0.26822453422790726,0.020000000000000004,323.2030710477264,1.435419803109571E-5
0.26736907758704404,0.01834329497851625,323.2047853557369,-3.0653196788116135E-6
0.2700796273823258,0.02,323.2044447918682,8.59716106164481E-7
0.26915317739668304,0.018220063517523196,323.20409843719426,3.2702448734949336E-7
0.2709696585152357,0.018387614866703664,323.20341671548346,5.89075292749906E-6
0.2719347205367445,0.02,323.2045639769982,-7.854669842933008E-6
0.2737898136911632,0.020000000000000004,323.20329119851954,3.3405517562982705E-6
0.27294271248213464,0.018343746413464253,323.204817834463,-7.059483691633804E-6
0.2747125812562137,0.01824674822601496,323.2042039009018,-3.4565132118503305E-6
0.2756449068455819,0.020000000000000004,323.20439875696036,-1.5577370392907355E-6
0.2764982649163445,0.01836831103049574,323.20377568215457,5.897260948019884E-6
0.2775000000000004,0.02,323.2047681421469,4.584541634314945E-6
0.27935509315441903,0.02,323.2041273435435,1.5002025026325665E-5
0.2784728397766911,0.018350412434385455,323.2048725372274,-1.1446033013784685E-6
0.28024129542062226,0.018200421094787034,323.2044171830985,4.5806796348058846E-6
0.2812101863088377,0.02,323.204544756132,8.365431823842272E-6
0.28207603329664394,0.018355013183180523,323.2041582900251,1.1365269519730978E-6
0.2830652794632563,0.02,323.20418648138485,-2.1563068389244747E-6
0.28492037261767494,0.02,323.20360733750056,-1.5535878824707664E-5
0.2840872048234255,0.018316559342917073,323.20470350056263,-1.1502728574179629E-5
0.2867754657720935,0.02,323.2045780960642,-2.5291860096631146E-5
0.2858577778720613,0.018203264566528102,323.2040143240227,-5.8128722933118725E-6
0.2876359581767469,0.018369265213565467,323.20387200786786,3.072371872795216E-6
0.2886305589265123,0.02,323.2041694614083,1.6739866581411708E-5
0.2904856520809309,0.02,323.20403989722206,3.862154640431504E-5
0.289643790399034,0.018331308071424447,323.2051316147203,-1.0469967943387317E-5
0.2923407452353495,0.02,323.2053112200658,8.140599261316198E-6
0.29141910927398734,0.018253153027542258,323.20395818185534,2.29166194506264E-5
0.29323592616790733,0.018383202130492684,323.203483689773,3.327049330702886E-5
0.29419583838976815,0.02,323.20356925194363,1.594721223062153E-5
0.2960509315441867,0.02,323.2015773022322,5.821191044506815E-5
0.295247783377383,0.01830509280475876,323.2049140118558,1.908668690487899E-6
0.2979060246986054,0.02,323.2043280814097,7.109434063224626E-6
0.2969875792858085,0.01819411614334269,323.2031077227927,2.100499190147044E-5
0.2988085169799843,0.018377304209462413,323.20185178518244,4.86626108109242E-5
0.299761117853024,0.02,323.2039074384752,1.0133544509244874E-6
0.3016162110074426,0.02,323.2010120537659,4.04274720631866E-5
0.30082255802896407,0.018309071364406897,323.2045112400115,-6.079255873016232E-6
0.30347130416186124,0.02,323.2033618661553,1.2369687948872092E-5
0.3025482829899587,0.018200744438559426,323.20314139891155,1.0030397432964721E-5
0.3053263973162799,0.02,323.2049521495444,-1.8137615438092008E-5
0.3044182432076918,0.018399546802864142,323.202283336129,1.7956564321529555E-5
0.3071814904706986,0.02,323.20366220014483,-8.964990797115258E-6
0.30639216820316945,0.01830172806672357,323.20485336677217,-1.390812715095402E-5
0.30903658362511716,0.02,323.2050972186289,-2.189085955904969E-5
0.3081312685985744,0.0182035493663357,323.2046773804955,-1.6448755289486484E-5
0.30992458991421046,0.018333931053868706,323.2039183497252,-8.602154232106296E-7
0.3108916767795358,0.02,323.2051810586334,-8.06353647165402E-6
0.31274676993395445,0.02,323.2041552304056,9.807641908320805E-6
0.3118866433449505,0.0183219292112316,323.20531963229445,-1.5505368211046504E-5
0.31460186308837307,0.02,323.2047564656354,1.4595200676508241E-6
0.3136855692786208,0.01821266094079734,323.20468793323727,-4.398457351019693E-6
