% Model,MT COMSOL Model COMPLETED.mph
% Version,COMSOL 6.2.0.290
% Date,"Apr 8 2025, 15:22"
% Dimension,2
% Nodes,18337
% Expressions,2
% Description,"Temperature, Concentration"
% Length unit,m
% x,y,T (K),c (mol/m^3)
0.06787447355069351,0.02,323.20395566594823,5.1347581294529996E-5
0.06695551964058924,0.01835082617463589,323.2021472712495,1.3811562797214286E-4
0.06972956670511218,0.019999999999999997,323.20171932336206,1.3586729123314154E-4
0.06894698516327581,0.018275827134479387,323.20436554184926,4.6693449871809864E-5
0.0715846598595308,0.02,323.20356788801905,6.203688596097445E-5
0.07070055945057951,0.01819626933961793,323.2031216431871,8.381538088690444E-5
0.07247745023948113,0.018315484639645243,323.20227885451754,1.336136071203736E-4
0.07343975301394946,0.02,323.20400836767294,6.320624357572821E-5
0.07529484616836811,0.02,323.2025045086891,1.39933967509934E-4
0.07448929259240836,0.018284928584964246,323.20419989073685,4.8890384298491624E-5
0.07714993932278674,0.02,323.2040853468695,6.741667466051947E-5
0.07627743575150109,0.018205761403985235,323.20354661753413,8.297999735380319E-5
0.07803813503529512,0.018329219674528118,323.2032544941344,9.515733750620091E-5
0.07900503247720538,0.02,323.2047285703315,1.7769039061028984E-5
0.08086012563162404,0.02,323.20435296977405,3.1712360260188086E-5
0.08003054920122982,0.01828630463315448,323.2050141955006,1.1953463897607164E-5
0.08178275959046277,0.01821942046008727,323.20420912086337,3.99815148892131E-5
0.08271521878604268,0.02,323.2054122693762,-1.4254605223444838E-5
0.0835218292936219,0.018335095260703028,323.203572690224,8.249608985489549E-5
0.08457031194046134,0.02,323.2039040582571,6.994147942454322E-5
0.08642540509487998,0.020000000000000004,323.20211987181585,1.81575699858834E-4
0.08556086785123962,0.018327424058983254,323.2046681657127,3.491591466051961E-5
0.08828049824929862,0.020000000000000004,323.2039140590144,9.079163907742593E-5
0.08736020675937409,0.018217144598713392,323.20316736406227,1.041124299968581E-4
0.08910174555061022,0.01835804602897931,323.2024548127093,1.376223538444445E-4
0.0901355914037173,0.02,323.2040773315217,3.2137771954020015E-5
0.09199068455813592,0.02,323.20206622856654,1.0544390655758929E-4
0.09112040405679882,0.01831433657835652,323.2041078819504,4.6920875219012456E-5
0.09384577771255456,0.02,323.2036177156356,4.733008680729415E-5
0.09293009202377019,0.01821874193230645,323.20323464580036,6.135944667726036E-5
0.09466281054557668,0.018343736045459406,323.20244678779505,1.0618921741524936E-4
0.09570087086697324,0.02,323.20406978854027,3.8885368705245484E-5
0.09755596402139184,0.02,323.2030771919539,9.188091269147508E-5
0.09668745185863499,0.01835467190785994,323.20418145707436,3.696402994162883E-5
0.0994110571758105,0.019999999999999997,323.2044141563404,4.2811695979978483E-5
0.09852993830464628,0.01827634083236178,323.2036477507924,5.5184503892692334E-5
0.10126615033022915,0.019999999999999997,323.2044803623394,1.2860809035993319E-5
0.10035186912026833,0.018396733744040716,323.20343756691824,6.584476638723151E-5
0.10312124348464782,0.02,323.2043019434453,2.122365159994578E-5
0.10235816326875441,0.01828863454395769,323.2051023998635,6.925537014162298E-6
0.10497633663906646,0.02,323.2051529742597,9.30341587342654E-6
0.10407585376058676,0.018203996737112066,323.20384725761375,3.877595023905053E-5
0.10579248453324189,0.018327003081464763,323.2031863826262,6.30513274135847E-5
0.1068314297934851,0.02,323.2029710255347,8.316358474531257E-5
0.10868652294790375,0.020000000000000004,323.2004485307184,1.5970233176310937E-4
0.10781917107399497,0.018300404204153298,323.20411145009575,4.061665058203937E-5
0.11054161610232241,0.02,323.2031530213284,6.0962655489818156E-5
0.1096292029655427,0.018213320312338615,323.2023686780403,8.978328346578081E-5
0.1114232947918222,0.01832678666473729,323.2014472687278,1.1925187901544238E-4
0.112396709256741,0.02,323.2039943996335,2.2521605964413887E-5
0.11425180241115962,0.02,323.20175133832146,9.794791988680203E-5
0.1134344322570426,0.018275867164323487,323.20395936530946,2.8258446981553824E-5
0.11610689556557832,0.019999999999999997,323.2033994006466,5.8583382682386686E-5
0.11519351359576055,0.018209569641952975,323.202995446078,6.548518830190386E-5
0.11691964203112881,0.018337181775485135,323.20216334485036,1.1202767012197442E-4
0.11796198871999694,0.020000000000000004,323.2037390061121,7.399699678428982E-5
0.11981708187441562,0.02,323.2032238520453,1.3609561642656865E-4
0.1189513109127169,0.018324018871335227,323.20436429910086,5.4429161912054385E-5
0.12167217502883425,0.02,323.20512218738924,5.540085746334052E-5
0.12075219523763889,0.01821933432798103,323.2036233395038,7.486081030616765E-5
0.12252386717598808,0.01835115953856664,323.20335594859404,7.461491087609771E-5
0.12352726818325291,0.02,323.204488174761,-9.245596464621464E-6
0.1253823613376715,0.02,323.2032553763294,-2.9441117777031622E-5
0.12451848995601408,0.018348269136303268,323.2051474720163,-1.3557610225902399E-5
0.1272374544920902,0.02,323.20472238581414,-4.603831901197729E-5
0.12631076548709497,0.018220015868759747,323.20335682825834,1.5534211634967845E-5
0.1290925476465088,0.02,323.20245624077097,1.1314727284171171E-4
0.12817383675041175,0.01839608237703438,323.20193763341564,7.006094536035988E-5
0.1309476408009275,0.02,323.1988999943241,2.6423232231098545E-4
0.13014010781117855,0.018307354554296523,323.2033351189693,5.781949111851801E-5
0.13280273395534614,0.02,323.2019317169515,1.416670168409367E-4
0.13189425267353644,0.01820536767065748,323.20179608130684,1.3775191554361128E-4
0.13368989363225317,0.01832859089464314,323.2012480685775,1.604974790693647E-4
0.13465782710976473,0.020000000000000004,323.20478608905063,6.712068477527856E-6
0.1365129202641834,0.02,323.20418802243057,4.197213617066542E-5
0.13570577033732073,0.018273633813045503,323.20420338407854,4.056343505529216E-5
0.13836801341860208,0.02,323.2046422363365,1.7367389840723123E-5
0.13747953344264136,0.018155598911134736,323.20401483923575,3.1239742753030586E-5
0.13927844924370522,0.018336327540576836,323.2035102335438,7.015354311232084E-5
0.1402231065730207,0.02,323.203429389236,4.942958081921207E-5
0.14207819972743937,0.02,323.2031201358988,8.989984870126648E-5
0.14126370900198854,0.018293572110766116,323.2046328305778,2.6812050017982652E-5
0.143933292881858,0.020000000000000004,323.2052650720438,2.888985889025488E-5
0.1430168765422629,0.018212883656348388,323.20354797019326,4.842459366629E-5
0.14478551942041584,0.01834194927970513,323.20314173477715,5.7039171359917786E-5
0.14578838603627667,0.02,323.2042814749298,-2.0176755118129768E-7
0.14764347919069531,0.02,323.2020745245999,2.896754556964746E-5
0.14677758535169325,0.018346031175469544,323.20472497647035,9.401161585068583E-6
0.149498572345114,0.019999999999999997,323.2032509672549,3.329324837391015E-5
0.14857429059493502,0.018192880121399167,323.20257848208524,4.2103181023326855E-5
0.15038599802115019,0.01837531174980754,323.2011383596136,8.097410076571969E-5
0.1513536654995326,0.02,323.20180799575485,1.0246461944798058E-4
0.15320875865395128,0.02,323.1985606857147,1.946121015488719E-4
0.15239772735119203,0.018319555676799444,323.20261049117426,7.92826129190222E-5
0.15413032131138857,0.0182109605674455,323.20165395197154,1.0423518945152972E-4
0.1550638518083699,0.019999999999999997,323.20221714508847,1.0600605136447073E-4
0.15596326683545272,0.018378743265249804,323.2013176560716,1.0581108971948265E-4
0.15691894496278855,0.02,323.2055155799344,-5.0593770360961E-6
0.1587740381172072,0.02,323.20571747080595,-4.035532438396098E-5
0.15796445338102408,0.018320534865833807,323.2051123118625,5.168265878500812E-6
0.16062913127162584,0.02,323.2059804287655,-3.3983358370007765E-5
0.15971392376166182,0.018212334995837295,323.2045639147196,1.4167687724279309E-5
0.1615362724981964,0.018377059672198093,323.20300613526337,5.386061969581617E-5
0.16248422442604446,0.02,323.2021481580791,1.1170235966679816E-4
0.16433931758046313,0.020000000000000004,323.1982915176051,2.2608568747533927E-4
0.16354944929726833,0.018338596321549737,323.2032998220968,5.455325294460589E-5
0.16619441073488175,0.02,323.20133443564623,1.1532104187158724E-4
0.16528825404694175,0.018251316492430184,323.20147108402995,1.284233167413642E-4
0.16713638653177354,0.018405141321684453,323.2007629447126,1.6186566262417167E-4
0.16804950388930043,0.02,323.20477582430345,3.6585868336722916E-5
0.16990459704371907,0.02,323.2032034904932,1.223856533952494E-4
0.16912115890811005,0.018302964490172335,323.2038405346212,5.181959725435088E-5
0.1717596901981377,0.02,323.2045174679974,5.636678596789747E-5
0.17087011708060434,0.0181887162982361,323.2041928804001,6.41313136136108E-5
0.17361478335255634,0.02,323.2036119421861,6.38658152755108E-5
0.1727022493739122,0.018400751472851178,323.20152340042256,1.5587195654450083E-4
0.17546987650697504,0.02,323.1987209335402,2.2962288294875533E-4
0.17469286750079982,0.018317454056790326,323.2025496448795,9.193048439615888E-5
0.17732496966139363,0.02,323.2002227291902,1.5825921541846036E-4
0.17640852329521692,0.01818025465293804,323.2026753106313,8.78039161286018E-5
0.17817675023075785,0.018359588610017907,323.2008328573349,1.4748191275774537E-4
0.17918006281581236,0.02,323.2056267921332,-3.13328254111848E-5
0.18103515597023095,0.019999999999999997,323.20349912689903,3.219388813578956E-5
0.18012643987047572,0.01834674903656945,323.20188986372676,9.906508172311433E-5
0.181928319721284,0.01815096611330461,323.20547698865886,-7.230945076337068E-6
0.18289024912464966,0.020000000000000004,323.20216742293303,1.117880412303745E-4
0.1838097050215278,0.018183348553004845,323.20268559134075,6.461903265376892E-5
0.18474534227906825,0.02,323.2053129598916,3.0017121027535715E-5
0.18563209144194875,0.01836740387337488,323.2007298102307,1.2071679827191745E-4
0.18660043543348692,0.02,323.20216296597505,5.6403860002620525E-5
0.18845552858790557,0.020000000000000004,323.197509105867,1.610893922712761E-4
0.18760840567128456,0.018307739359522276,323.2038347845551,3.547635565023874E-5
0.19031062174232416,0.02,323.201669908611,8.051901862365774E-5
0.1894026815900458,0.018222132267094442,323.20095272513885,8.106712380202689E-5
0.1911984022483862,0.018336915991774023,323.199457581964,1.1038265593885212E-4
0.19216571489674283,0.02,323.2037860168208,1.52279340772712E-5
0.19402080805116148,0.020000000000000004,323.200207051778,7.579142248957484E-5
0.193183780697673,0.01830764821471909,323.20347558068255,2.711332234208558E-5
0.19587590120558013,0.02,323.20342954428975,1.6837077945618416E-5
0.19497305246152635,0.018171548916437335,323.2029643206695,2.6766271785109972E-5
0.19674967831702178,0.018350117450340386,323.2013064935414,7.44333740737768E-5
0.1977309943599988,0.02,323.2045734256212,2.1700724639878473E-5
0.19958608751441745,0.019999999999999997,323.2037744975866,6.531252969821712E-5
0.1987187159382984,0.018310614871075086,323.2050187237838,4.1699243513444625E-6
0.201441180668836,0.020000000000000004,323.2052646313462,2.5727186131941545E-5
0.2005304857013413,0.018179450084428783,323.204447082046,2.7384496149781406E-5
0.20329627382325474,0.02,323.20539914360245,-6.5424101083987535E-6
0.20238340450057649,0.018362186231412746,323.2042539627778,3.22459081935454E-5
0.2051513669776734,0.02,323.20352659733595,3.0086715049519798E-5
0.20437078222241037,0.018296651679532937,323.20505908157025,3.910252482284348E-6
0.20700646013209203,0.02,323.20384664905447,1.502057545426419E-5
0.2061125854423109,0.01816901027594417,323.203846639353,1.545375664261845E-5
0.20789259823063647,0.018334347152290157,323.2023872477918,5.685602815168383E-5
0.20886155328651068,0.02,323.20241434341614,4.8683354322510325E-5
0.21071664644092927,0.019999999999999997,323.1998311798841,1.1766121694628877E-4
0.20987587474713937,0.01830524670075597,323.20295494881617,4.077920649830195E-5
0.21257173959534797,0.02,323.20215543347797,8.185164719346611E-5
0.21166582913954882,0.01817293803915084,323.20248199045636,5.382589921182601E-5
0.2134138388233187,0.01832785389524911,323.20313418461006,3.858794511358866E-5
0.21442683274976665,0.02,323.2063927393968,-2.4785015491775137E-5
0.21628192590418524,0.02,323.2078130496803,-7.61532375256599E-5
0.21540954162587592,0.018312659612332235,323.2043048704358,2.040379829930284E-5
0.21716580189921705,0.018170095208329493,323.2042486719417,7.595308244947799E-6
0.2181370190586039,0.02,323.2036301663846,2.2649376005134332E-5
0.21886973530779535,0.018299569578258578,323.20524887108724,-2.269561625904198E-5
0.2199921122130226,0.019999999999999997,323.19946680410186,1.2087166560027829E-4
0.22080286662306242,0.0184725859278268,323.20290366477394,4.653565083192037E-5
0.2218472053674412,0.02,323.2037122015671,1.989753653957771E-5
0.22273286147497393,0.01848702126630076,323.2003093827295,1.2111351125046781E-4
0.2237022985218598,0.02,323.20525665399873,1.1582785022847837E-5
0.2246125707136479,0.018462210922200423,323.2048875263518,4.271055973734444E-6
0.22555739167627845,0.020000000000000004,323.20171488236775,1.1761132480799065E-4
0.22643904396256428,0.01829807914603,323.2043830528296,3.232869655490518E-5
0.22741248483069712,0.02,323.20353462134284,5.8678843545937E-5
0.2292675779851157,0.02,323.2057535658876,-2.9768698979518465E-5
0.22834899990161733,0.0183559457165694,323.2031517140975,5.2880001430054455E-5
0.23112267113953439,0.02,323.20439088872496,-2.60561166157526E-5
0.23030765813108822,0.01829549039468504,323.20487691074,-1.0874796296301951E-5
0.23297776429395312,0.020000000000000004,323.2041470002547,-1.9533015274150147E-5
0.23208224443484562,0.018200289205762492,323.20550372608153,-2.9963544771765846E-5
0.23387010454806115,0.01832796020002302,323.2052867125876,-2.106010297374112E-5
0.23483285744837173,0.02,323.20564208320747,-7.512396180751072E-6
0.23668795060279046,0.02,323.2064260779508,-7.929378729640014E-6
0.2358600716622284,0.018305701866596337,323.2049726359019,-2.036015743600382E-5
0.23854304375720903,0.020000000000000004,323.2047743295158,-1.2484023450323204E-5
0.23763100345749524,0.018211161871738508,323.2057344663254,-1.7028115798518557E-5
0.24039813691162765,0.02,323.2047996201091,-1.6585970877893158E-5
0.23948618441870037,0.018355345754797452,323.20653209918095,-2.6472121059569172E-5
0.24225323006604627,0.02,323.20658213722623,-3.99891802506772E-5
0.24136584591065124,0.018351698395633463,323.2046327682999,-1.9396276768284023E-5
0.24314700573748851,0.01817130762626483,323.20446355467766,-1.2717743468666493E-6
0.24410832322046488,0.019999999999999997,323.2040562972083,7.917187147115705E-6
0.24488348563204484,0.018290074387800965,323.205672993302,-2.368568965507408E-5
0.24596341637488356,0.02,323.20217995361014,4.579629799953227E-5
0.2468379704114379,0.018405346232649587,323.2031932750763,2.425917642026979E-5
0.24781850952930212,0.02,323.2045392240498,4.946470286379769E-6
0.2487488020127503,0.018409978319686663,323.2013263347608,6.053568605862519E-5
0.24967360268372082,0.02,323.202642991896,3.8156982933584534E-5
0.2515286958381396,0.019999999999999997,323.198550572779,1.192382299937773E-4
0.25069263520469776,0.018322624430525625,323.20384623504157,1.6925610298454766E-5
0.25338378899255815,0.02,323.20210150240064,5.3699180622237946E-5
0.2524704835284409,0.018214403139951072,323.2023810123644,4.005554217936975E-5
0.25421105933201316,0.01832828098153754,323.20160603874325,5.646768241789001E-5
0.2552388821469768,0.02,323.2054812077711,-2.2937405489712192E-5
0.2570939753013955,0.019999999999999997,323.205786988195,-3.765365464963088E-5
0.25622346405872964,0.018318456440788618,323.2052777491412,-1.5303541101540537E-5
0.258949068455814,0.02,323.20614446254393,-3.6257327978585366E-5
0.25803326716768477,0.018219782520245167,323.2052926335196,-2.420207389351039E-5
0.25986015539961244,0.01837129624288892,323.2046412074158,-1.0881756035600222E-5
0.26080416161023257,0.020000000000000004,323.203910421719,1.1351192877295256E-5
0.26265925476465124,0.02,323.20244465224135,4.554572543941921E-5
0.2618058310097553,0.018273633717507325,323.20516568118,-1.0098103979643096E-5
0.2635725492581756,0.018215718486582367,323.20365017578985,1.4837659079294642E-5
0.26451434791906997,0.02,323.20407006331453,1.8380705548552315E-5
0.2653333025014582,0.01833703167422867,323.20321091046895,2.444632962545905E-5
0.2663694410734886,0.02,323.2042737339843,1.5489235042554122E-6
0.26822453422790726,0.020000000000000004,323.20277414530756,1.8148159452745207E-5
0.26736907758704404,0.01834329497851625,323.20471677640035,-1.6926037971208172E-6
0.2700796273823258,0.02,323.204312841832,2.2928477950555206E-6
0.26915317739668304,0.018220063517523196,323.2038965767966,2.2865419249966093E-6
0.2709696585152357,0.018387614866703664,323.20318071445996,9.065934381427763E-6
0.2719347205367445,0.02,323.2043878473849,-5.699081026159271E-6
0.2737898136911632,0.020000000000000004,323.2030154590642,8.176622799757791E-6
0.27294271248213464,0.018343746413464253,323.2047164441206,-5.63074144627887E-6
0.2747125812562137,0.01824674822601496,323.20400900320107,-2.3759782426537267E-7
0.2756449068455819,0.020000000000000004,323.20425295350026,2.23909505274351E-6
0.2764982649163445,0.01836831103049574,323.2035928582111,8.690324051453368E-6
0.2775000000000004,0.02,323.2046507078766,6.789872786175563E-6
0.27935509315441903,0.02,323.2039906507738,1.65540185398057E-5
0.2784728397766911,0.018350412434385455,323.20477161415147,6.377481031965881E-7
0.28024129542062226,0.018200421094787034,323.2042514224641,6.657893384420165E-6
0.2812101863088377,0.02,323.20440425361375,9.51094012348235E-6
0.28207603329664394,0.018355013183180523,323.20401609524225,3.072837400978807E-6
0.2830652794632563,0.02,323.2039775256172,1.9471004520244275E-6
0.28492037261767494,0.02,323.2033885370026,-1.0755987992000408E-5
0.2840872048234255,0.018316559342917073,323.2045550419427,-1.024669511361096E-5
0.2867754657720935,0.02,323.2044131207964,-2.2797669786532493E-5
0.2858577778720613,0.018203264566528102,323.2037891651543,-1.4613997848891654E-6
0.2876359581767469,0.018369265213565467,323.2037311226032,6.530624613732055E-6
0.2886305589265123,0.02,323.2039771257934,2.07020788102478E-5
0.2904856520809309,0.02,323.2040164847791,4.091106605015642E-5
0.289643790399034,0.018331308071424447,323.2050807627056,-1.0266903086915865E-5
0.2923407452353495,0.02,323.20538790025466,5.8085378004353015E-6
0.29141910927398734,0.018253153027542258,323.20380186505287,2.6032225240421374E-5
0.29323592616790733,0.018383202130492684,323.2033555277564,3.77252215110491E-5
0.29419583838976815,0.02,323.20333129018024,2.102725414759341E-5
0.2960509315441867,0.02,323.20126722752485,6.988455198598135E-5
0.295247783377383,0.01830509280475876,323.204898895993,1.8656428789499903E-6
0.2979060246986054,0.02,323.2042755897998,1.058584709665636E-5
0.2969875792858085,0.01819411614334269,323.20284347462876,2.7528694916385796E-5
0.2988085169799843,0.018377304209462413,323.201527369172,5.7505805263925866E-5
0.299761117853024,0.02,323.2036351229013,4.982294351382035E-6
0.3016162110074426,0.02,323.2004708823631,5.0766748909822355E-5
0.30082255802896407,0.018309071364406897,323.2043723084948,-4.006253420876768E-6
0.30347130416186124,0.02,323.2031022454003,1.6205460675736387E-5
0.3025482829899587,0.018200744438559426,323.2028104353608,1.4735652393376154E-5
0.3053263973162799,0.02,323.20481678384397,-1.82747301935735E-5
0.3044182432076918,0.018399546802864142,323.20192730287937,2.4078478744486002E-5
0.3071814904706986,0.02,323.2034433691788,-6.411362809274153E-6
0.30639216820316945,0.01830172806672357,323.2047505693841,-1.404069842863885E-5
0.30903658362511716,0.02,323.2050365162922,-2.1772400982562114E-5
0.3081312685985744,0.0182035493663357,323.2045211270572,-1.563405858262335E-5
0.30992458991421046,0.018333931053868706,323.2037487693331,1.0739014209650791E-6
0.3108916767795358,0.02,323.2050930307129,-7.451276755051608E-6
0.31274676993395445,0.02,323.203999998243,1.2386916847773998E-5
0.3118866433449505,0.0183219292112316,323.2052504825683,-1.5549663168583385E-5
0.31460186308837307,0.02,323.2046452491286,1.94277319965606E-6
0.3136855692786208,0.01821266094079734,323.20453734927895,-3.650878729116942E-6
0.31546529726924427,0.018335708373580232,323.20423379404923,-3.3423280374576804E-6
0.31645695624279174,0.02,323.2047573094499,-1.6224114534262726E-5
0.31831204939721036,0.02,323.20392052939286,-1.0806732164031917E-5
0.3174472250596649,0.018325070365665767,323.204892629246,-1.2506063836281676E-5
0.3192120308167867,0.018219171710065034,323.20443875922405,-1.4640270511563067E-5
0.3201671425516289,0.02,323.2048705832564,-1.753184128114579E-5
0.32098729015976896,0.01833132931314871,323.2040839765976,-3.5081744794929787E-6
