x,y,T,c
0,4.942995701331689E-4,316.53889,0
0,2.6474057306420884E-4,316.53889,0
3.3970485200707234E-4,4.2855900888122395E-4,316.52813993699186,0.0014810390273703685
4.5219226370554045E-4,6.665103166431607E-4,316.5360554756607,1.421985406560188E-4
0,8.628072304643552E-4,316.53889,0
6.163070757586167E-4,0.0011350700063426386,316.5373516529298,1.5849960594570799E-4
0,0.001503271827974255,316.53889,0
7.858835966104547E-4,0.0017200535914318285,316.5381781003884,9.785196813107663E-6
0,0.0021437364254841547,316.53889,0
9.339500179626343E-4,0.002661443588657649,316.53781611518434,4.105344267912206E-5
0,0.0032185470153213032,316.53889,0
0.0010590147824642718,0.003805162736090228,316.5376367973472,6.621069753945997E-5
0,0.004520847806238147,316.53889,0
0,0.005781834351658125,316.53889,0
0.0011876899817055877,0.005153985944046713,316.53807431358024,4.204105117141202E-5
0.0013111260609926984,0.006302412290491355,316.5375257194269,5.971346707806723E-5
0,0.006995509050031501,316.53889,0
0.0014719167596135374,0.007569434257535173,316.5376127385999,6.517631838908195E-5
0,0.008338601090301673,316.53889,0
0.0016545958540289667,0.009032537500140917,316.53747394602516,7.215139863121904E-5
0,0.009824910419402652,316.53889,0
0.001270854838790928,0.014152071873722544,316.53711561723884,9.941604722339323E-5
0,0.015304175314142026,316.53889,0
0,0.013289896406291858,316.53889,0
0,0.017533242040450224,316.53889,0
0.0018028517499281223,0.018314943351352482,316.5379639444191,6.713662657305154E-5
0,0.02,316.53889,0
0.0026424380600708727,0.019999999999999997,316.53565899900457,1.5652452823335504E-4
0,0.011469708880393706,316.53889,0
0.0018851459377224732,0.010713506520608563,316.53818902287253,4.051510143258873E-5
0.001597857749163743,0.012537359703982837,316.5376861364589,5.900384871000447E-5
0.0021983941373650115,0.015863510498783866,316.5377457517972,6.750212131243264E-5
0.003954718183993318,0.0179931001129516,316.5360576885019,1.7786748528994686E-4
0.0054572925146562845,0.02,316.53534823694764,1.8239388509481234E-4
0.006806225985015694,0.017448700592938623,316.53735311059273,9.069446859282265E-5
0.008455206702789679,0.020000000000000004,316.53567737099877,1.8165374354887939E-4
0.00981179638018449,0.017276235994851435,316.53784955906485,8.14868918971704E-5
0.011304138084892945,0.02,316.5382093017317,3.152566292382573E-5
0.012402815634841427,0.017522520894718497,316.53623414414864,1.7334771308267547E-4
0.013867538314694965,0.02,316.5376665323473,6.286870502413595E-5
0.015127645765847636,0.017825895945613197,316.5375730304099,7.854302752944605E-5
0.016427076777659096,0.02,316.5338862390221,2.7739330309925134E-4
0.018986615240623214,0.02,316.535537912041,1.747582591297767E-4
0.01773710970299812,0.017767887436616083,316.53717473235014,1.1475383834011405E-4
0.020266384472105266,0.017927221489480828,316.5362772947297,1.7990006823589847E-4
0.02154615370358734,0.02,316.53897992883145,3.69987634055139E-6
0.02284444284877303,0.017815726053742927,316.53805166822616,6.431223979065442E-5
0.024105692166551472,0.019999999999999997,316.53938274877675,1.8748534016157606E-5
0.025303284450593978,0.017768843636316093,316.53872852457476,5.165154089414202E-5
0.0266652306295156,0.02,316.5378187505091,8.64553501522246E-5
