x,y,T,c
0,4.942995701331689E-4,316.53889,0
0,2.6474057306420884E-4,316.53889,0
3.3970485200707234E-4,4.2855900888122395E-4,316.5171242683687,0.0031758683544072476
4.5219226370554045E-4,6.665103166431607E-4,316.53570466082346,2.7964022334706616E-4
0,8.628072304643552E-4,316.53889,0
6.163070757586167E-4,0.0011350700063426386,316.53651290680097,2.2281489941877933E-4
0,0.001503271827974255,316.53889,0
7.858835966104547E-4,0.0017200535914318285,316.5383290160078,1.1845182550704065E-5
0,0.0021437364254841547,316.53889,0
9.339500179626343E-4,0.002661443588657649,316.5380984578437,3.310249870755418E-5
0,0.0032185470153213032,316.53889,0
0.0010590147824642718,0.003805162736090228,316.53778232581584,5.9074067389650017E-5
0,0.004520847806238147,316.53889,0
0,0.005781834351658125,316.53889,0
0.0011876899817055877,0.005153985944046713,316.53821875252316,3.784773045763532E-5
0.0013111260609926984,0.006302412290491355,316.53789912138046,4.7366168023535617E-5
0,0.006995509050031501,316.53889,0
0.0014719167596135374,0.007569434257535173,316.53792921642594,5.051073641479417E-5
0,0.008338601090301673,316.53889,0
0.0016545958540289667,0.009032537500140917,316.5378113616777,5.2448660324373295E-5
0,0.009824910419402652,316.53889,0
0.001270854838790928,0.014152071873722544,316.53735706365006,8.377550818821825E-5
0,0.015304175314142026,316.53889,0
0,0.013289896406291858,316.53889,0
0,0.017533242040450224,316.53889,0
0.0018028517499281223,0.018314943351352482,316.53780854094714,7.079193341644E-5
0,0.02,316.53889,0
0.0026424380600708727,0.019999999999999997,316.53640086056595,1.3735778782369962E-4
0,0.011469708880393706,316.53889,0
0.0018851459377224732,0.010713506520608563,316.538325236097,3.47429537131861E-5
0.001597857749163743,0.012537359703982837,316.53802692940377,4.3000744873863045E-5
0.0021983941373650115,0.015863510498783866,316.5378460686766,5.827868420534215E-5
0.003954718183993318,0.0179931001129516,316.5360088483164,1.7923000105247633E-4
0.0054572925146562845,0.02,316.53610970560055,1.3458788277414467E-4
0.006806225985015694,0.017448700592938623,316.5373935319006,9.449112257757404E-5
0.008455206702789679,0.020000000000000004,316.53607706805894,1.4283594640817772E-4
0.00981179638018449,0.017276235994851435,316.5376427036683,7.623078563914804E-5
0.011304138084892945,0.02,316.53840358114445,2.5449184893921984E-5
0.012402815634841427,0.017522520894718497,316.53607000842527,1.6510647251338352E-4
0.013867538314694965,0.02,316.53800101565076,3.8430363526701664E-5
0.015127645765847636,0.017825895945613197,316.53754930113683,7.8157202524236E-5
0.016427076777659096,0.02,316.5344945411282,2.1554787763599227E-4
0.018986615240623214,0.02,316.5360371930738,1.4347795193193647E-4
0.01773710970299812,0.017767887436616083,316.53711351824535,1.0543389308825411E-4
0.020266384472105266,0.017927221489480828,316.53600401595037,1.7886146958047235E-4
0.02154615370358734,0.02,316.5390363844773,1.502639005516401E-5
0.02284444284877303,0.017815726053742927,316.53790990527733,7.672976763821562E-5
0.024105692166551472,0.019999999999999997,316.5389629155837,4.9896125965851985E-5
0.025303284450593978,0.017768843636316093,316.53839707018705,7.452808726218144E-5
0.0266652306295156,0.02,316.5378738605259,9.168819919382579E-5
