x,y,T
0,0.0011651846227237672,316.53889
0,5.472826155876509E-4,316.53889
8.889539928551508E-4,9.462406927701259E-4,316.53124514060045
0.0014111471080414661,0.001556529073336308,316.53782035272087
0,0.002293992837287471,316.53889
0.0017490650655345285,0.018332786565038357,316.53821757163047
0,0.02,316.53889
0,0.017473550770224174,316.53889
0.002593457943925227,0.020000000000000004,316.538510825982
0,0.0034228010518511753,316.53889
0.0017103764085611003,0.002915078087448711,316.53795511828224
0,0.005062515473842467,316.53889
0.0019201081950601436,0.004636598588737752,316.53880931888625
0,0.007910693190329568,316.53889
0.0020222469496842545,0.007366613100420777,316.5383429414372
0.002063905186535535,0.010424690880160138,316.5382602102631
0,0.011428897365388957,316.53889
0.002082721675938332,0.01348306930566501,316.53785879174944
0,0.014947101540448347,316.53889
0.0022634339747249744,0.01611146995355394,316.5379478301647
0.0038884334090224407,0.018078912101413658,316.5382876274179
0.005186915887850453,0.02,316.5381523718043
0.006432389855201254,0.017992610553529166,316.537946081441
0.00778037383177568,0.02,316.5378951064868
0.009022559674724664,0.017916063206438522,316.53766027926
0.010373831775700906,0.019999999999999997,316.537370274013
0.011648043369624028,0.017906356799749702,316.5376123848144
0.012967289719626136,0.02,316.5369788413368
0.014246695564271612,0.017902025305307604,316.5374560573288
0.015560747663551366,0.020000000000000004,316.5374996687739
0.01684396264537591,0.017896754445782478,316.53725358881826
0.01815420560747659,0.02,316.53806136073865
0.019449765762237024,0.017895683348835102,316.53736656176505
0.020747663551401816,0.02,316.53742379589863
0.022044392523364383,0.01789667519876385,316.53718574366707
0.023341121495327046,0.020000000000000004,316.5361941324571
0.024638018372034744,0.017900965943101522,316.53646998246944
0.025934579439252266,0.02,316.5355047303749
0.027238442395076386,0.0179118212164678,316.5360134723002
0.0285280373831775,0.02,316.53577283783795
0.029828254502811763,0.0179281291278191,316.53583059600845
0.031121495327102736,0.019999999999999997,316.5365858887922
0.032421681802147405,0.01793792457490686,316.5357486137928
0.03371495327102795,0.02,316.5363917913415
0.03501609205983459,0.017941223442133523,316.53600205701474
0.036308411214953186,0.02,316.5350081664905
0.037610271678699035,0.017941161773604847,316.53595052040623
0.03890186915887842,0.02,316.534869278191
0.040204290097184577,0.017940207103840086,316.535417353784
0.04149532710280364,0.02,316.5364456335043
0.04279707246647158,0.017938490384983633,316.5358699896696
0.044088785046728876,0.019999999999999997,316.53721952291517
0.04538361370730951,0.017934286939267484,316.5370373536767
0.04668224299065409,0.02,316.5369579373644
0.04797796991200487,0.017933198992067568,316.53734373572576
0.04927570093457931,0.020000000000000004,316.537283076839
0.05057646383503789,0.017929092049930925,316.5371768484897
0.05186915887850455,0.02,316.53784031473384
0.053171381853951004,0.017927908857141846,316.5374108562068
0.05446261682242977,0.02,316.53753885698626
0.055762946853887836,0.01792797954685081,316.5376730190212
0.057056074766355,0.02,316.5370644748225
0.05834397930886152,0.017932362288057564,316.5374422920279
0.05964953271028023,0.02,316.53736817794766
0.0609266688614657,0.017935388136483064,316.5373112536718
0.062242990654205466,0.02,316.5378449630804
0.06352226856197282,0.017934526152364287,316.53748802281444
0.06483644859813069,0.02,316.53774697047913
0.06612229570656399,0.017936164664519555,316.5374929538129
0.0674299065420559,0.02,316.5371703083108
0.06872321010622054,0.017938872366902846,316.537202501684
0.07002336448598113,0.019999999999999997,316.5366942038691
0.07132259901004764,0.017939331608297682,316.53671958591445
0.07261682242990637,0.02,316.5365116269445
0.07392115710648099,0.017936152533726508,316.53668208198866
0.0752102803738316,0.020000000000000004,316.53649384109315
0.0765193129860608,0.017930100980123414,316.5369027816585
0.0778037383177568,0.02,316.537134232719
0.0791163401272666,0.017924020457874622,316.5370666931267
0.08039719626168204,0.02,316.53795203524
0.08170949675678629,0.017921329201267683,316.53770736523126
0.08299065420560728,0.020000000000000004,316.5380603669866
0.08430498242041523,0.01792244900495129,316.5382983506333
0.08558411214953252,0.02,316.53822622428726
0.08688844556390803,0.01792402077821641,316.53819467098134
0.08817757009345772,0.02,316.5387520385232
0.0894800758969101,0.017927879164782255,316.53780022013046
0.09077102803738295,0.02,316.5381664958171
0.09206581769747604,0.017928903254022754,316.53745281230164
0.09336448598130818,0.02,316.5361154874451
0.09466012948464131,0.017931552861165528,316.5367248731496
0.09595794392523341,0.020000000000000004,316.53483298446605
0.09724838180141071,0.017930058217941434,316.53574415486923
0.09855140186915862,0.02,316.535657948505
0.09984939266590458,0.017930296236331977,316.5355164119926
0.10114485981308385,0.02,316.5369448550149
0.10244707511864744,0.017930895638181347,316.5361134117024
0.10373831775700909,0.019999999999999997,316.5368340613785
0.10504213347356649,0.017931458744763738,316.53681516098055
0.10633177570093433,0.02,316.53602586657934
0.1076345596679319,0.017932117481295775,316.53696243920996
0.10892523364485951,0.02,316.5367181114111
0.11021525128975788,0.017931561133707873,316.5366064976394
0.11151869158878475,0.02,316.5382241838855
0.11280591460266372,0.017928868165578205,316.53686159275543
0.11411214953270998,0.019999999999999997,316.53765455096055
0.11541097158337571,0.017916391711606725,316.5371710350469
0.11670560747663518,0.02,316.5356095612865
0.1179989843177946,0.017902914111984025,316.53647440582813
0.11929906542056043,0.02,316.5349620696275
0.12060164989212302,0.017900019811242462,316.53584444712016
0.12189252336448562,0.02,316.536278743395
0.12320230963683282,0.01792043762714621,316.5364062156322
0.12448598130841085,0.02,316.53798558993935
0.12580085766484336,0.017939983882717603,316.53756241081686
0.12707943925233608,0.02,316.53886472649555
0.12839588467912372,0.017946879799702976,316.53819353299804
0.12967289719626135,0.02,316.538629230901
0.13098284351191103,0.017943794142371006,316.5382265496692
0.13226635514018656,0.02,316.53754618312985
0.13357384252665375,0.017948435558158126,316.53778796341504
0.13485981308411174,0.02,316.53682475898415
0.1361540358247488,0.01794706186486689,316.5370565400513
0.137453271028037,0.02,316.5369231439457
0.13873657818596405,0.017945454919902577,316.5369259100018
0.14004672897196221,0.02,316.5370940467103
0.14132570117806695,0.017943269954919027,316.5374693980056
0.14264018691588748,0.02,316.53758315211854
0.14392186510744817,0.017941509496810105,316.5379066259657
0.14523364485981272,0.019999999999999997,316.53875535073934
0.14652212703044348,0.017941225300136615,316.5384579986509
0.14782710280373795,0.02,316.53957174042694
0.14912325427117404,0.01794264365609635,316.53893540595
0.1504205607476631,0.02,316.5393005626973
0.1517205364655094,0.017942612265728713,316.53867483496464
0.15301401869158837,0.02,316.53805637604745
0.15431226745162135,0.017938859929839297,316.5380029729858
0.1556074766355136,0.02,316.53661465456804
0.15690116923029984,0.017933392663386803,316.53709028135466
0.15820093457943882,0.02,316.536282848685
0.15949178562925878,0.017934061548556337,316.5361175932616
0.160794392523364,0.02,316.5364749611661
0.1620841841952072,0.017934799969961005,316.5361061345221
0.16338785046728926,0.02,316.5359472075128
0.16467866739956719,0.01793642798672517,316.53647719168515
0.16598130841121456,0.02,316.5359775233746
0.167274647006707,0.01793981530942442,316.5362097576926
0.16857476635513977,0.02,316.5371450821407
0.16986981236429619,0.017943204488417065,316.5363512621202
0.17116822429906503,0.02,316.53733600492177
0.17246195088902153,0.017942643225563774,316.53702828206207
0.17376168224299018,0.020000000000000004,316.53646661085986
0.1750577848498657,0.017943938027764852,316.5367845376361
0.17635514018691545,0.020000000000000004,316.5363411927314
0.17765194007019444,0.01793952868108587,316.5361330007517
0.17894859813084066,0.02,316.53653860856537
0.18024471954988924,0.01793330499038847,316.5361169824627
0.18154205607476587,0.02,316.53603269040275
0.18284382511410777,0.017934947645325227,316.536343226419
0.1841355140186911,0.02,316.53571641175336
0.18544058965888746,0.017935178262837973,316.53632924325103
0.18672897196261637,0.02,316.5367366285346
0.18803509495233603,0.017932282054311216,316.5361732574897
0.18932242990654158,0.02,316.5376599959415
0.19062616901928575,0.01792734332036597,316.5366093960757
0.19191588785046682,0.020000000000000004,316.53661351024414
0.193214069890293,0.017924296547621704,316.53695829725206
0.194509345794392,0.02,316.5354556412646
0.19580297200968255,0.017924458232210023,316.53646593406364
0.19710280373831732,0.02,316.536367988249
0.19839666422744226,0.01792677564950824,316.5364205705871
0.19969626168224247,0.02,316.5379708949915
0.2009928076883362,0.017929837366355655,316.5374912822083
0.20228971962616776,0.02,316.5384845478802
0.20358588737765346,0.01793071752150239,316.5384728532317
0.20488317757009294,0.019999999999999997,316.53850577783203
0.20618124947216288,0.01792826223764555,316.5387105806056
0.20747663551401818,0.02,316.53892908356465
0.20877581163022743,0.017926587447127565,316.53864492802046
0.2100700934579434,0.02,316.5392262689285
0.211366759814083,0.017928685384542762,316.5385335623586
0.21266355140186866,0.02,316.5384807152538
0.21395372978850133,0.0179325941389662,316.53834463743925
0.21525700934579384,0.02,316.5371840569677
0.2165434049845418,0.01793034310601912,316.5379223629723
0.21785046728971905,0.02,316.5370316202038
0.21912304407610186,0.017937110107019063,316.5375604590288
0.22044392523364434,0.02,316.5382612600234
0.22170684929359097,0.017941529124074294,316.53772635316426
0.2230373831775696,0.02,316.5390884724874
0.22430355843925567,0.017938999826330935,316.5381197861714
0.22563084112149476,0.020000000000000004,316.53823886437783
0.22690368990049634,0.017933096585358087,316.5381229008951
0.22822429906541997,0.019999999999999997,316.5367740620772
0.22950312081886967,0.01792292749461893,316.537629842277
0.23081775700934523,0.019999999999999997,316.5367577621173
0.23209810805119335,0.01791216386843459,316.5371273905412
0.23341121495327052,0.02,316.5380683839669
0.23470170055936868,0.017903966393936363,316.53752366481154
0.23600467289719573,0.02,316.5386300854675
0.2373014466251093,0.01789972324392064,316.5383123978954
0.23859813084112086,0.02,316.53825124652786
0.23989485981308356,0.017896675198763836,316.5382390016147
0.24119158878504623,0.020000000000000004,316.53801151069433
0.24248831775700883,0.01789667519876383,316.5378609378524
0.24378504672897144,0.02,316.5377311055368
0.24508177570093403,0.017896675198763843,316.5379157859911
0.24637850467289665,0.02,316.5375677285139
0.24767523364485924,0.01789667519876384,316.5378506696416
0.2489719626168218,0.02,316.538116764529
0.25026869158878445,0.017896675198763836,316.53786674102486
0.25156542056074704,0.02,316.5385075822236
0.2528621495327097,0.01789667519876383,316.5384266909777
0.2541588785046723,0.02,316.5384048752174
0.2554556074766349,0.017896675198763826,316.5386485460771
0.2567523364485976,0.020000000000000004,316.5387430792518
0.2580490654205602,0.017896675198763826,316.5384286015367
0.25934579439252287,0.019999999999999997,316.5390586802254
0.26064252336448546,0.017896675198763843,316.5384130827538
0.26193925233644805,0.02,316.53829884731266
0.26323598130841064,0.01789667519876384,316.5383702277063
0.26453271028037323,0.02,316.5373401246802
0.2658294392523359,0.017896675198763833,316.53780283754713
0.2671261682242986,0.02,316.5375257502924
0.26842289719626117,0.01789667519876383,316.53720166352974
0.26971962616822376,0.02,316.53785844929257
0.2710162254487241,0.01789644882533941,316.53744941469745
0.27231308411214905,0.02,316.5372343959784
0.2736099441270993,0.017897096438986165,316.5378450651558
0.2749065420560743,0.02,316.537238957924
0.2762027413064407,0.01789733420701714,316.5376568230418
0.2774999999999996,0.02,316.53855338668177
0.27879572584021123,0.017896109851410054,316.5378824211189
0.28009345794392476,0.02,316.53912351857457
0.2813898008464943,0.01789631603124857,316.5386032895804
0.28268691588785,0.02,316.53835360921016
0.28398364485981437,0.017896675198765147,316.53874865643417
0.2852803738317752,0.02,316.53801334405125
0.2865733334879178,0.01789481284173033,316.53833047185077
0.2878738317757004,0.02,316.5386996444892
0.2891664033050347,0.017887153625923292,316.53813240035237
0.2904672897196257,0.02,316.53895987082996
0.29175992193742095,0.017883190580936063,316.5381407527562
0.29306074766355095,0.02,316.5378961940448
0.2943521132991628,0.017885772156575355,316.53769728826836
0.29565420560747613,0.02,316.5364828903783
0.2969509345948919,0.017896675209798908,316.536889461368
0.2982476635514014,0.02,316.53600514697956
0.2995443926137055,0.017896675263276606,316.5363398986878
0.30084112149532666,0.02,316.5365861785385
0.30213785099507345,0.017896675575654254,316.53640604406945
0.30343457943925184,0.02,316.53723092116894
0.3047229656507158,0.017897265939745898,316.5370587869893
0.3060280373831771,0.02,316.53742259880454
0.30730285207305175,0.01789714321784056,316.5375039461259
0.30862149532710237,0.02,316.537860515211
0.3098931832937497,0.017895503833454243,316.5373960708862
0.3112149532710275,0.02,316.53808897327997
0.3124904501051186,0.017894981989183528,316.5376923099324
0.3138084112149528,0.02,316.53742877310293
0.315086207775795,0.017898464842568088,316.5379687349379
0.31640186915887797,0.02,316.53742461433325
0.31768380415656977,0.01790661556137194,316.5377572886407
0.3189953271028032,0.02,316.5386260849771
0.3202811957321506,0.017910299647610133,316.5379698643806
0.3215887850467285,0.02,316.53913083287114
0.3228769777601649,0.0179084421303308,316.53860575260546
0.3241822429906538,0.02,316.5384431473766
0.32546779908199547,0.017905261321629336,316.5385406143801
0.32677570093457897,0.02,316.53801098323396
0.32806328313129063,0.01789669982147703,316.5379941756842
0.32936915887850415,0.02,316.53806052608155
0.33066251245252776,0.01788799576377072,316.5380063012442
0.3319626168224295,0.02,316.53809169101794
0.3332574220233529,0.017888037662572392,316.5382825629504
0.33455607476635474,0.02,316.53853977173094
0.3358528037383959,0.017896675198744688,316.53817797368515
0.33714953271028,0.02,316.539074319121
0.3384462616828002,0.01789667519862787,316.5381670830459
0.33974299065420516,0.02,316.5383734842114
0.34103971962943497,0.01789667519796715,316.53825040755595
0.34233644859813034,0.02,316.5372026777562
0.343633177589139,0.01789667519411951,316.5377220864864
0.3449299065420557,0.02,316.537353283565
0.3462266356250315,0.017896675171693587,316.5371527555606
0.34752336448598087,0.02,316.53806960281884
0.3488200941049944,0.01789667504098248,316.5374564940007
0.3501168224299062,0.02,316.5378870297489
0.3514135551732221,0.017896674279131074,316.53784130768145
0.35271028037383134,0.02,316.53760643522827
0.35400703132704653,0.017896669838703933,316.53764177055854
0.3553037383177566,0.02,316.5379335542039
0.3566005991772349,0.01789664303840437,316.53776620758487
0.35789719626168176,0.02,316.5382873477883
0.35919508849755727,0.017893744957006612,316.53821277401966
0.360490654205607,0.02,316.538680184626
0.36179312084892695,0.017892342668285217,316.5384020822376
0.36308411214953235,0.02,316.5391219611487
0.3643918291123139,0.01790126046486851,316.5384436741302
0.3656775700934575,0.02,316.5389248230588
0.3669882014417984,0.01791556439582562,316.5384208407368
0.3682710280373828,0.02,316.5381035215153
0.3695786537945745,0.0179276480528399,316.5380648840296
0.3708644859813081,0.02,316.53757707579297
0.37217014263270526,0.01793562899894949,316.53759852338493
0.3734579439252333,0.02,316.5377056753951
0.3747559622443292,0.017941985137645146,316.53764076089743
0.37605140186915864,0.02,316.53812766253475
0.37733874818633534,0.01794634489965143,316.538074679046
0.37864485981308393,0.02,316.53881753844854
0.37992394749891517,0.017947229745870256,316.5383557256851
0.38123831775700917,0.02,316.53941928134094
0.3825145880504923,0.017945193442622707,316.5385351063235
0.38383177570093435,0.02,316.53908049532436
0.3851114499695611,0.017941333228674493,316.5385859827879
0.3864252336448594,0.02,316.53810601926415
0.38771214250572356,0.01793504187697585,316.5383649825025
0.3890186915887847,0.02,316.5379166406188
0.39030811832698475,0.017923759827857454,316.5380598519684
0.39161214953271,0.02,316.53889264352574
0.39289618611848826,0.017909320296950134,316.53813474727946
0.39420560747663513,0.02,316.53956339225545
0.3954967160176252,0.017913147056849783,316.5385226756917
0.39679906542056037,0.02,316.53893978549047
0.39809329283183414,0.01791260042474886,316.53853602733267
0.3993925233644858,0.02,316.5380269391163
0.40069352287001586,0.01790954195640403,316.5379335362134
0.40198598130841096,0.02,316.537937244064
0.40328971851105766,0.01790716257846276,316.5373451546306
0.40457943925233625,0.02,316.53806444614287
0.40588922464375266,0.017911567025639247,316.5373908075981
0.4071728971962615,0.02,316.5376810110442
0.4084843463233237,0.017918604963740946,316.537547527757
0.40976635514018667,0.02,316.53768030157346
0.4110763550629463,0.017926010000160336,316.5373014797565
0.4123598130841119,0.02,316.5383306070314
0.41366811760903727,0.01793333462342021,316.5373147444918
0.41495327102803714,0.02,316.5383383002972
0.41626026122116583,0.017939943209959137,316.5376471853602
0.4175467289719624,0.02,316.5377185098225
0.41885181948130157,0.01794474941161096,316.5374947280452
0.4201401869158876,0.02,316.537728040369
0.4214424049918957,0.017947681396560358,316.53705968117515
0.42273364485981274,0.02,316.538087603721
0.424035733356062,0.017948317907455637,316.53700114119107
0.4253271028037381,0.02,316.53775301876186
0.42662984575035995,0.017951729727798797,316.53689771887554
0.42792056074766327,0.02,316.5369857692368
0.42921896669254916,0.017953613567303562,316.53647383944275
0.43051401869158856,0.02,316.5365524066027
0.4318040236356435,0.017948353915657498,316.53615137900897
0.4331074766355137,0.02,316.53676136193684
0.4343879077764075,0.01793720722482173,316.5361989196468
0.43570093457943904,0.02,316.5373635953828
0.4369781240921305,0.01793051735335042,316.5367089597291
0.4382943925233644,0.02,316.5380637043422
0.4395743660855342,0.017928385480053807,316.53725127156196
0.4408878504672895,0.019999999999999997,316.53872586862974
0.4421598434677522,0.017921492553343858,316.5376327009613
0.4434813084112148,0.02,316.53899021885775
0.44475586093913105,0.01791432070915511,316.53770766043743
0.4460747663551401,0.02,316.5386033528974
0.4473493849854282,0.017910132742735885,316.5375517799508
0.44866822429906544,0.02,316.53784318836813
0.4499434582061214,0.017908923324410114,316.5372497946591
0.4512616822429903,0.02,316.53760424916794
