x,y,T,c
0,6.134839092532121E-4,321.20556,0
0,3.2565146394465276E-4,321.20556,0
4.202176088173071E-4,5.082031752017232E-4,321.2002893544867,8.152058916984202E-4
5.67469570203308E-4,8.366058051217804E-4,321.2027915390883,1.6542242883385181E-4
0,0.0010831455550061953,321.20556,0
7.407287886420214E-4,0.0013772831278105755,321.2048170230058,2.9968253318027265E-5
0,0.0017830063987457942,321.20556,0
8.361810557414315E-4,0.002114753925052349,321.2052906275882,2.1902281247637207E-5
0,0.002482867242485393,321.20556,0
9.128873332417832E-4,0.019146871321289817,321.2055404116866,4.3379479894315113E-7
0,0.02,321.20556,0
0,0.018700268197332615,321.20556,0
0.0013405797101449241,0.02,321.20555639100274,-2.8397004260661092E-8
9.099973177191768E-4,0.0032963554636827887,321.2049729052396,3.9759828982869224E-5
0,0.003935112359917458,321.20556,0
0,0.016100804591997822,321.20556,0
0.0010789105606245155,0.0166426557070848,321.20553741148586,5.875665248093191E-7
0,0.01740053639466522,321.20556,0
0.0011821944332671146,0.017998485902624636,321.2055374349065,5.585594329029738E-7
0.002041662522796877,0.019035602506491844,321.2055465726339,2.1397886225140133E-7
0.0026811594202898483,0.019999999999999997,321.20555139700315,9.719690380685796E-8
9.836242725292511E-4,0.004890129334005504,321.2052476217066,1.929664134169537E-5
0,0.005556086367449821,321.20556,0
0.0010704673841359072,0.015400942511509313,321.20552831530455,9.49171961417873E-7
0,0.014801072789330433,321.20556,0
0.003320218264248783,0.018950698001948405,321.20554661796035,2.0370176017350645E-7
0.00402173913043477,0.020000000000000004,321.205551725414,1.3010572630385933E-7
0.001031989023255077,0.0063444970282610464,321.2052470975602,1.7599703275410247E-5
0,0.007002681973326075,321.20556,0
0.0010562243935080765,0.007636142342656987,321.2053105510991,1.2032578840929386E-5
0,0.008302413775993469,321.20556,0
0.001065590363337702,0.008940159997813397,321.2054002219424,7.389833849393843E-6
0,0.009602145578660862,321.20556,0
0.001068360362635833,0.010245007587486945,321.20544004313115,4.9053209553023376E-6
0,0.010901877381328256,321.20556,0
0.001067981542475445,0.011546211492947803,321.2054743697177,3.2269292526842635E-6
0,0.012201609183995644,321.20556,0
0.0010679530245009826,0.01284254572635024,321.20549697384473,2.22241328052548E-6
0,0.013501340986663038,321.20556,0
0.0010688369831744003,0.014134470990064027,321.20551346288624,1.5273606597968762E-6
0.004669237891397438,0.018909801670282174,321.20554620583806,2.3604330028145218E-7
0.005362318840579697,0.02,321.20555267044006,1.264951109913917E-7
0.006019265231273336,0.018907102168103665,321.2055456557012,2.4313996349015215E-7
0.006702898550724621,0.02,321.20554866436066,1.7950193880543937E-7
0.007366887335520479,0.01890987197734781,321.2055439964901,2.594616820863621E-7
0.008043478260869543,0.02,321.20554000151105,2.902117134644474E-7
0.008710989731636337,0.018913549942187892,321.20554066756637,3.005766040494028E-7
0.009384057971014468,0.02,321.2055353045897,3.5009202502601383E-7
0.01005181535216578,0.018914859586165626,321.2055369375271,3.482129880791173E-7
0.010724637681159391,0.02,321.2055403396412,2.7728840194750756E-7
0.011393057870408648,0.01891528999504043,321.20553698811915,3.428339159163016E-7
0.012065217391304318,0.02,321.2055475051755,1.720727194908567E-7
0.012734892274376493,0.01891508218088072,321.2055413909661,2.767239422762217E-7
0.013405797101449242,0.02,321.2055469962388,1.93185600702545E-7
0.014075992111229804,0.01891483978980744,321.20554366103505,2.4650173204807486E-7
0.014746376811594164,0.02,321.2055409930911,3.241060489174018E-7
0.015416666666666618,0.018914781056299155,321.2055397444729,3.2224180268475655E-7
0.016086956521739085,0.02,321.2055360344362,4.270045167954484E-7
0.016757246376811533,0.018914781056299155,321.2055341484547,4.3057247665356883E-7
0.017427536231884005,0.02,321.20553205861563,4.571239319526236E-7
0.018097826086956453,0.018914781056299155,321.2055313406792,4.772014240346361E-7
0.018768115942028936,0.02,321.20552876403946,4.530594401251264E-7
0.019438308107898775,0.01891486597239545,321.2055303894144,4.7337387151683666E-7
0.02010869565217386,0.019999999999999997,321.2055307061901,4.2285988244597927E-7
0.02077895080183319,0.018914807387738337,321.2055305049468,4.607408579847368E-7
0.021449275362318783,0.02,321.2055379317031,3.7991106855695267E-7
0.022119559829783437,0.018914784588617384,321.2055328810141,4.4552415515317545E-7
0.022789855072463706,0.02,321.20554147484677,3.866741477773234E-7
0.02346014492753617,0.018914781056299155,321.2055365771507,4.381151292043583E-7
