x,y,T,c,mol_flux
0,0,316.53889,0.1805,-0.021496432769945267
0,1.2033662412009491E-4,316.53889,1.4772765788457177E-126,-0.03347720506758701
0,2.6474057306420884E-4,316.53889,1.4772765788457177E-126,-0.0020246514732350273
0,4.942995701331689E-4,316.53889,1.4772765788457177E-126,2.5994127050198704E-4
0,8.628072304643552E-4,316.53889,1.4772765788457177E-126,1.300278534065788E-4
0,0.001503271827974255,316.53889,1.4772765788457177E-126,1.4358073017233002E-4
0,0.0021437364254841547,316.53889,1.4772765788457177E-126,3.0170280341556732E-5
0,0.0032185470153213032,316.53889,1.4772765788457177E-126,4.285594523474246E-5
0,0.004520847806238147,316.53889,1.4772765788457177E-126,6.869438869672359E-5
0,0.005781834351658125,316.53889,1.4772765788457177E-126,7.440888839720125E-5
0,0.006995509050031501,316.53889,1.4772765788457177E-126,8.556943265216158E-5
0,0.008338601090301673,316.53889,1.4772765788457177E-126,6.0705283770188604E-5
0,0.009824910419402652,316.53889,1.4772765788457177E-126,4.413140041360048E-5
0,0.011469708880393706,316.53889,1.4772765788457177E-126,5.0473145860012676E-5
0,0.013289896406291858,316.53889,1.4772765788457177E-126,5.9439370107321904E-5
0,0.015304175314142026,316.53889,1.4772765788457177E-126,4.601028270843949E-5
0,0.017533242040450224,316.53889,1.4772765788457177E-126,7.589971257575098E-5
0,0.02,316.53889,0,8.288906639018983E-5
5.600403632695183E-4,0,306.2969863079037,0.361,-0.03519537518852727
0.0011200807265390367,0,305.6791091215775,0.361,-0.023160958457167632
0.0016801210898083087,0,305.7599065224736,0.361,-0.018167376974528634
0.002240161453077827,0,305.7800773573289,0.361,-0.01557586635304763
0.002800201816347222,0,305.8225264294621,0.361,-0.01378933615820645
0.0033602421796166174,0,305.85122003638054,0.361,-0.012513047170427082
0.003920282542886136,0,305.8779062620943,0.361,-0.01152607760826858
0.004480322906155531,0,305.90124123785307,0.361,-0.010736394348162977
0.005040363269425049,0,305.92196635998704,0.361,-0.010087843067754593
0.005600403632694444,0,305.94025800260795,0.361,-0.00954382289244553
0.00616044399596384,0,305.95695509516315,0.361,-0.009077286451018919
0.006720484359233358,0,305.9718544730855,0.361,-0.008673579971779338
0.007280524722502876,0,305.9856022182185,0.361,-0.008318541130946183
0.007840565085772272,0,305.9979806092584,0.361,-0.008003242698071917
0.008400605449041544,0,306.0098320955425,0.361,-0.00771865464972623
0.008960645812310939,0,306.0208696529696,0.361,-0.007463125157316632
0.009520686175580457,0,306.0309260853649,0.361,-0.00723279177864596
0.010080726538849852,0,306.03999091292127,0.361,-0.007023097988421945
0.01064076690211937,0,306.04841659967315,0.361,-0.006829958813550791
0.011200807265388765,0,306.0563049283531,0.361,-0.006652002795409992
0.011760847628658162,0,306.0635279058549,0.361,-0.006487760864851169
0.01232088799192768,0,306.07042463689385,0.361,-0.006334281366724464
0.012880928355197075,0,306.0769186742851,0.361,-0.006191349583484827
0.013440968718466593,0,306.0829649031658,0.361,-0.006058004469337597
0.014001009081735988,0,306.0887149209961,0.361,-0.005932656773931789
0.014561049445005383,0,306.0941919200771,0.361,-0.005814678038098675
0.015121089808274778,0,306.09934640805875,0.361,-0.0057036158665042715
0.015681130171544298,0,306.1042100040112,0.361,-0.005598813074631621
0.016241170534813568,0,306.10881484693954,0.361,-0.005499729456117718
0.01680121089808321,0,306.1131895490672,0.361,-0.00540574668204779
0.017361251261352482,0,306.11731731627214,0.361,-0.00531641511772027
0.017921291624622,0,306.1211897255435,0.361,-0.005231560123725966
0.018481331987891397,0,306.1249120479622,0.361,-0.005150315444991818
0.019041372351160914,0,306.1284807702744,0.361,-0.005072950651568609
0.01960141271443031,0,306.13186344307513,0.361,-0.0049991686010837704
0.021281533804238494,0,306.140162852252,0.361,-0.004798988420654919
0.020721493440969223,0,306.1376686729011,0.361,-0.0048629628169014625
0.020161453077699704,0,306.1349663726383,0.361,-0.004929417090248955
0.021841574167508135,0,306.14260655263985,0.361,-0.004736853006265355
0.02240161453077747,0,306.1450226969287,0.361,-0.0046772312262831775
0.022961654894046987,0,306.14711687455144,0.361,-0.004620631725652744
0.02352169525731626,0,306.14915846494074,0.361,-0.004565491560163319
0.024081735620585777,0,306.1510530387628,0.361,-0.004512597975334826
0.024641775983855235,0,306.152819596658,0.361,-0.0044614784891853325
