r,z,T (K)
0.0010923213751403583,-0.008912130079477115,294.14302629733385
0,-0.01,293.6
0.0015900000000000016,-0.01,293.6
0,-0.008001551814866212,295.3249431065282
0.0024182857745394565,-0.008780276900156746,293.62428333557176
0.0031799999999999997,-0.01,293.6
0.003958616586725416,-0.008737148329617913,293.93002372456596
0.004769999999999999,-0.01,293.6
0.005520183232921507,-0.008701877020692078,293.5694647018108
0.006360000000000001,-0.01,293.6
0.001401891783819312,-0.007303361536051967,296.88405583436935
0,-0.005915915751298009,303.39025371538503
0.007093454210464242,-0.008682442034373598,293.686055607971
0.00795,-0.01,293.6
0.0012968154991930424,-0.005017684982778315,323.67833875602906
0,-0.003830279687729805,331.2876020442463
0.008689079452833724,-0.008677220591505922,293.84787278416223
0.009540000000000002,-0.010000000000000002,293.6
0.01029398598824756,-0.008683442775516028,294.3546391548516
0.01113,-0.009999999999999998,293.6
0.011888406191798205,-0.008714349954441716,295.6013824923471
0.012720000000000002,-0.01,293.6
0.0011509662012317522,-0.003325379956622414,331.46373739137545
0,-0.002690892428126992,337.96938807802593
0.01346354992057357,-0.008795226569717613,296.9709856666329
0.014310000000000002,-0.010000000000000002,293.6
0.014804263025004923,-0.008912858532110976,297.5949519639613
0.0159,-0.01,293.6
0,-0.0016801682620822378,340.8923842670093
0.0010867422997792426,-0.0021266632162769286,338.4380125682979
0.0159,-0.007985573045485734,297.8684969130292
0,-9.267702831536007E-4,342.6714234813118
0.001136447555748947,-0.0012787543078173452,345.91526982830743
0.014505862966828301,-0.007323624615350799,297.894769593959
0.0159,-0.00597114628910594,297.8653611177649
8.51378266656291E-4,-7.21796770379055E-4,345.28321632347104
0,-4.518095836649938E-4,343.81438442498046
0.014627297811796218,-0.005006321802343763,297.8503012154431
0.0159,-0.004085027144594982,297.8010156643168
0.0159,-0.002903618811893188,297.8196219734687
0.014650317866333381,-0.003243303084925782,297.8398341335923
0.0159,-0.0017222104791913928,297.587481664039
0.014651459639085566,-0.0020160982222032263,297.66208235210405
0.0159,-9.123081016219635E-4,296.7172282684615
0.015026833672427202,-0.0011429268966495034,296.9069148766548
0.0159,-4.411146820844299E-4,295.6685188498436
0.015169366190486528,-6.441239309885479E-4,296.05997597481155
0.00325402734090024,-0.007547392432696801,294.38490955692987
0.004714402100226416,-0.007420581597051453,296.0171567221973
0.006221715916001701,-0.0073635171496785395,294.67361065015643
0.004008534147225701,-0.006283433466562674,308.7926129840261
0.0027645241365675255,-0.005726144674243794,316.3982542919039
0.00527697963100684,-0.0055579033195137925,308.6638587812759
0.007921333709290298,-0.007317965857565816,294.1387762316404
0.007009024370914051,-0.005702242421075537,296.3240949684586
0.003931534952989266,-0.004739152890689175,312.9064657823385
0.0024783648967623426,-0.004115534162035296,320.9971827454679
0.00483328877147456,-0.003978393594209732,306.6649373677319
0.009436564988456126,-0.007160741313502228,294.7174201639282
0.006179569419400888,-0.003917710035060667,307.61100500673393
0.008531180045109839,-0.005421575820347059,294.44541676066865
0.0076484129439847994,-0.004097118348868298,295.8907010077277
0.0022303967736106035,-0.0027576786414154914,327.25413749894284
0.011062307068551722,-0.007077930883913357,296.3457480363001
0.012631947878177233,-0.007248060098902082,297.48043486865066
0.003565348867594879,-0.0031213328693322964,309.35339583237607
0.0045849945950401415,-0.0028582635981075698,304.5561225474541
0.005374494186573255,-0.003094425561289884,304.0492043219697
0.010173703232368346,-0.005297643631449574,296.0124324200101
0.006127149489661204,-0.002651973080268811,304.7833793252928
0.0069997029533512166,-0.003114722347028592,304.5258185993148
0.009175688833179015,-0.003614697081253131,294.9548305625755
0.007995312041953787,-0.0028117623884448065,296.91336998206947
0.0020430989293528843,-0.0016761177797850763,337.1452264852683
0.003057859446942521,-0.0021810438644409395,320.3383115593394
0.011946323987180188,-0.005090679537764999,297.48730080644174
0.013387235830275174,-0.005673250509510753,297.86933523600305
0.004005267523381234,-0.0021498459620363335,307.3853443388559
0.005147468657289481,-0.002065787498802641,303.10140630012273
0.00610116036849262,-0.0019084113546231928,303.87406081886326
0.010781757912019756,-0.0036361602985295824,296.43152797556235
0.010031101625015543,-0.0027495079439672928,295.3879736422086
0.007060228286107952,-0.00212326369570746,305.19404323033774
0.00802361396269018,-0.0019199078832849183,298.9059586913063
0.009048881309476644,-0.002171879746385155,295.50289758811874
0.010069679727231665,-0.001990187731424743,295.35683111928415
0.002062537151614542,-0.0011239029303931516,347.23958297283457
0.003216358422624387,-0.001412375597735383,327.1534963201653
0.001925634638272324,-7.87979769545591E-4,346.9864193494927
0.012141759600021252,-0.003302788156186601,297.3521155437534
0.0133359361939178,-0.0040750394639955554,297.8245666530656
0.001041666666666666,-4.518095836649937E-4,345.83377115825635
0.004467266056863436,-0.0013580080200844245,308.3345583571476
0.005573474429592943,-0.0013407353122025295,302.750573071954
0.006597480979811519,-0.001360297186134522,303.26133512459904
0.01107950034317064,-0.0023346148622438536,296.06831089513304
0.012309151876277928,-0.0021017512609894646,296.79593281987724
0.007612825430367249,-0.0013828917163939483,303.06305590311473
0.008521459715129895,-0.0012992090009502151,298.47444618539134
0.009564885478269043,-0.001311240444047255,295.61529260166714
