Time,T1 (°C),T2 (°C),T3 (°C),T4 (°C),T5 (°C),T6 (°C),T7 (°C),T8 (°C),T9 (°C),T10 (°C),dp1 (mbar),dp2 (mbar),dQ1/dt (kW),dQ2/dt (kW),dQ3/dt (kW),dQm/dt (kW)
2/13/2025 3:08:48 PM.43,31.2,100,19.7,28.6,33.7,21.1,35.9,23.7,38.6,25.7,0.1,23,-24.01,3.67,0,13.84
2/13/2025 3:08:48 PM.93,31.1,100,19.6,28.6,33.6,21.1,35.9,23.7,38.6,25.8,0.09,23,-23.97,3.63,0,13.8
2/13/2025 3:08:49 PM.43,31.1,100,19.5,28.5,33.6,21.1,35.9,23.7,38.6,25.8,0.09,23,-24.25,3.69,0,13.97
2/13/2025 3:08:49 PM.93,31.1,100,19.5,28.5,33.6,21.1,35.9,23.7,38.6,25.8,0.09,23,-24.02,3.69,0,13.86
2/13/2025 3:08:50 PM.43,31.1,100,19.5,28.5,33.6,21.1,35.9,23.7,38.6,25.7,0.09,23,-24.14,3.67,0,13.91
2/13/2025 3:08:50 PM.93,31,100,19.4,28.5,33.6,21.1,35.9,23.7,38.6,25.8,0.1,23,-24.14,3.69,0,13.91
2/13/2025 3:08:51 PM.43,31,100,19.4,28.5,33.7,21.1,35.9,23.7,38.6,25.8,0.09,22,-24.06,3.69,0,13.88
2/13/2025 3:08:51 PM.93,31,100,19.4,28.5,33.6,21.1,35.9,23.7,38.6,25.8,0.1,23,-24.17,3.71,0,13.94
2/13/2025 3:08:52 PM.43,31,100,19.4,28.5,33.6,21.1,35.9,23.7,38.6,25.8,0.1,23,-24.07,3.69,0,13.88
2/13/2025 3:08:52 PM.93,31,100,19.4,28.4,33.6,21.1,35.9,23.7,38.6,25.8,0.1,22,-24.07,3.68,0,13.88
2/13/2025 3:08:53 PM.43,31,100,19.4,28.4,33.6,21.1,35.9,23.7,38.6,25.8,0.09,23,-24.07,3.67,0,13.87
2/13/2025 3:08:53 PM.93,31,100,19.3,28.4,33.6,21.2,35.9,23.7,38.6,25.8,0.09,22,-24.07,3.67,0,13.87
2/13/2025 3:08:54 PM.43,31,100,19.3,28.4,33.6,21.1,35.9,23.7,38.6,25.8,0.09,22,-24.07,3.66,0,13.87
2/13/2025 3:08:54 PM.93,31,100,19.3,28.4,33.6,21.1,35.9,23.7,38.5,25.8,0.1,23,-23.96,3.66,0,13.81
2/13/2025 3:08:55 PM.43,31,100,19.3,28.4,33.6,21.1,35.9,23.7,38.7,25.8,0.1,23,-24.07,3.66,0,13.87
2/13/2025 3:08:55 PM.93,30.9,100,19.3,28.4,33.6,21.2,35.9,23.7,38.5,25.8,0.1,22,-24.09,3.66,0,13.88
