Time,T1 (°C),T2 (°C),T3 (°C),T4 (°C),T5 (°C),T6 (°C),T7 (°C),T8 (°C),T9 (°C),T10 (°C),dp1 (mbar),dp2 (mbar),dQ1/dt (kW),dQ2/dt (kW),dQ3/dt (kW),dQm/dt (kW)
1/30/2025 2:21:34 PM.19,32.8,48,20.5,29.9,35.2,22.5,37.3,25.1,39.6,27.4,0.09,1000,-6.2,3.87,0,5.04
1/30/2025 2:21:34 PM.69,32.8,48,20.5,29.9,35.2,22.5,37.3,25.1,39.6,27.3,0.09,1000,-6.22,3.87,0,5.04
1/30/2025 2:21:35 PM.19,32.7,48,20.5,29.9,35.2,22.5,37.3,25.1,39.7,27.2,0.08,1000,-6.24,3.87,0,5.06
1/30/2025 2:21:35 PM.69,32.7,48,20.5,29.9,35.2,22.5,37.3,25.1,39.7,27.3,0.08,1000,-6.24,3.87,0,5.06
1/30/2025 2:21:36 PM.18,32.7,48,20.5,29.9,35.2,22.5,37.3,25.1,39.6,27.3,0.09,1000,-6.22,3.87,0,5.05
1/30/2025 2:21:36 PM.69,32.7,48,20.5,29.9,35.2,22.5,37.3,25.1,39.6,27.3,0.08,1000,-6.26,3.89,0,5.08
1/30/2025 2:21:37 PM.19,32.7,47.9,20.4,29.9,35.2,22.5,37.3,25.1,39.6,27.3,0.08,1000,-6.19,3.88,0,5.03
1/30/2025 2:21:37 PM.69,32.7,47.9,20.4,29.9,35.2,22.5,37.3,25.1,39.6,27.3,0.08,1000,-6.21,3.91,0,5.06
1/30/2025 2:21:38 PM.18,32.7,47.9,20.4,29.9,35.2,22.5,37.3,25.1,39.7,27.3,0.08,1000,-6.17,3.92,0,5.04
1/30/2025 2:21:38 PM.69,32.7,47.9,20.4,29.9,35.2,22.5,37.3,25.1,39.7,27.2,0.08,1000,-6.17,3.94,0,5.05
1/30/2025 2:21:39 PM.19,32.7,47.9,20.4,29.9,35.2,22.5,37.3,25.1,39.6,27.3,0.08,1000,-6.17,3.89,0,5.03
1/30/2025 2:21:39 PM.68,32.8,48,20.6,30,35.2,22.5,37.3,25.1,39.7,27.3,0.08,1000,-6.19,3.88,0,5.04
