Pressure (psi),Flow Rate,Permeate Flow,Permeate Purity,Retentate Pressure,Retentate Purity,Temperature
30,20,0.8,32,29.2,7.5,71.3
30,30,0.8,33.5,28.9,9.8,71.3
30,40,0.8,34.6,28.9,11.6,71.3
30,50,0.8,36.1,28.7,13.5,71.3
30,60,0.8,36.9,28.5,14.4,71.3
30,70,0.8,37.1,28.5,15.2,71.3
30,80,0.8,37.6,28.2,15.7,71.3
30,90,0.8,37.9,28.1,16.3,71.3
30,100,0.9,38.1,28,16.6,71.2
30,110,0.9,38.4,27.8,17,71.2
30,120,0.9,38.6,27.8,17.3,71.2
30,130,0.9,38.7,27.5,17.5,71.2
