Pressure (psi),Flow Rate,Permeate Flow,Permeate Purity,Retentate Pressure,Retentate Purity,Temperature
70,20,2.9,26.3,69.2,6.6,72.1
70,30,3,28.3,69,6.9,72.1
70,40,3.2,30.6,69,7.8,72.1
70,50,3.3,32.4,68.9,8.6,72.1
70,60,3.4,33.8,68.8,9.4,72
70,70,3.5,35,68.7,9.9,72
70,80,3.6,36.3,68.7,10.5,72
70,90,3.6,37.2,68.5,11,72
70,100,3.7,38,68.4,11.5,72
70,110,3.7,38.8,68.3,11.9,72
70,120,3.8,39.3,68.2,12.3,72
70,130,3.9,39.9,68.1,12.6,72
