Pressure (psi),Flow Rate,Permeate Flow,Permeate Purity,Retentate Pressure,Retentate Purity,Temperature
50,20,1.8,27.1,49.2,8.3,72.6
50,30,1.9,29.4,49,9.3,72.6
50,40,1.9,31.8,49,10.4,72.6
50,50,2,33.4,48.6,11.3,72.5
50,60,2,34.8,48.5,12,72.5
50,70,2,36,48.5,12.7,72.5
50,80,2.1,36.9,48.5,13.2,72.5
50,90,2.1,37.5,48.3,13.7,72.5
50,100,2.1,38.3,48,14.1,72.5
50,110,2.2,38.8,48,14.5,72.4
50,120,2.2,39.3,48,14.8,72.4
50,130,2.2,39.7,47.9,15.1,72.4
